BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
None,None,Neutral,None,None,None,None,None,None,None
Positive,None,None,None,Positive,Positive,None,Positive,None,None
Positive,None,Negative,Positive,None,Positive,None,Negative,Positive,None
None,None,None,Negative,Positive,Neutral,None,None,None,None
None,None,None,None,None,Negative,None,None,None,None
Positive,None,None,Positive,None,None,None,None,Positive,None
Neutral,Positive,None,None,Positive,Positive,Neutral,Neutral,Positive,None
None,None,None,None,None,Negative,None,None,None,None
Negative,Negative,None,None,None,Negative,Negative,None,None,None
Positive,None,None,None,Positive,None,Neutral,None,None,None
None,None,None,None,None,Negative,None,None,None,None
Negative,None,None,Negative,Negative,None,None,None,None,None
Positive,None,Positive,None,None,None,None,None,None,None
None,None,None,Negative,Negative,None,Neutral,None,None,None
Negative,None,None,Negative,None,None,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
Positive,Positive,Positive,Positive,None,Positive,None,None,Positive,None
Positive,None,None,Positive,Positive,Positive,None,None,None,None
Positive,None,Positive,None,Positive,Positive,None,None,Positive,None
None,None,None,Negative,Neutral,None,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
Negative,Negative,None,Negative,Negative,None,None,None,Negative,None
None,None,None,None,Positive,None,Positive,None,None,None
Neutral,Positive,None,None,Negative,Negative,Neutral,None,None,None
None,None,None,None,None,None,None,None,Negative,None
Positive,None,None,Negative,None,Positive,None,None,None,None
Positive,Positive,None,Neutral,Positive,None,None,Positive,None,None
Negative,Positive,None,None,Neutral,Negative,None,None,None,None
None,None,None,Negative,Negative,None,Negative,None,None,None
Neutral,None,Positive,Positive,None,None,Positive,None,None,Positive
Positive,None,None,None,Positive,None,None,None,None,None
None,None,None,None,None,None,None,None,Negative,None
None,None,None,None,None,Positive,Positive,None,Positive,None
None,Positive,None,None,Positive,None,None,None,Positive,None
None,None,None,Negative,None,None,None,None,None,None
Negative,None,None,Negative,Positive,None,None,None,None,None
None,None,None,None,Neutral,None,None,None,None,None
None,None,None,None,Positive,None,None,Negative,None,None
None,None,Positive,None,None,Positive,None,None,Positive,None
None,Negative,None,Negative,Negative,None,None,None,None,None
Negative,None,Positive,Negative,Positive,None,None,None,None,None
Positive,Positive,Positive,None,None,None,None,None,None,None
None,Positive,None,None,Positive,None,None,None,None,None
Positive,Negative,Positive,Positive,None,Positive,None,Positive,Positive,None
Neutral,Negative,Negative,Neutral,None,None,None,None,None,None
None,Neutral,None,None,Neutral,Positive,Neutral,None,None,None
None,None,Positive,Negative,None,None,Neutral,None,None,None
Negative,Positive,Positive,None,Positive,Positive,None,Positive,None,None
Positive,Positive,Positive,None,None,None,Positive,None,Positive,None
Positive,None,None,None,Positive,None,Positive,None,Positive,None
Negative,Negative,None,Negative,None,Neutral,Positive,None,Positive,None
Negative,Negative,None,Negative,Negative,None,None,Neutral,None,None
None,Negative,None,Negative,None,Negative,None,None,None,None
Negative,None,None,None,Neutral,Negative,None,None,None,None
Positive,None,None,None,Positive,None,None,None,None,None
None,None,None,None,Positive,None,None,Negative,Positive,None
None,None,None,Negative,Negative,None,Negative,None,None,None
Negative,None,None,Negative,None,Negative,None,None,None,None
None,None,None,None,Negative,Negative,Negative,None,Negative,None
None,None,Positive,Positive,None,None,None,None,None,None
None,None,None,None,None,Neutral,None,None,None,None
None,None,None,Negative,Negative,Negative,None,None,None,None
None,None,None,None,Negative,Negative,None,None,None,None
None,None,None,None,None,Neutral,None,None,None,None
None,None,None,None,None,Positive,None,None,Positive,None
None,None,Positive,None,Positive,Negative,None,None,None,None
None,None,None,None,Neutral,Negative,None,Negative,None,None
None,None,None,Negative,None,Negative,None,None,None,None
Positive,Negative,None,Negative,None,Neutral,None,None,Positive,None
Positive,None,None,None,Positive,None,None,None,None,None
None,None,Positive,None,Positive,Positive,None,Positive,Positive,None
Positive,None,None,Negative,None,None,None,None,None,None
Positive,Positive,Positive,None,Positive,Positive,None,Positive,Positive,None
None,None,Positive,None,None,None,None,None,None,None
None,None,None,None,Neutral,None,None,None,Negative,None
None,None,None,None,Positive,None,None,None,Positive,None
None,None,None,Positive,Positive,None,Neutral,None,Positive,None
Positive,None,None,None,Positive,Positive,Positive,Positive,Positive,None
Positive,None,None,Positive,Positive,None,None,None,Neutral,None
None,None,None,None,Positive,None,None,None,Positive,None
None,None,Negative,Negative,None,None,None,None,Negative,None
None,None,None,None,None,Negative,None,None,None,None
None,Negative,None,None,Negative,None,None,None,Neutral,None
None,None,None,None,Positive,Neutral,Neutral,None,None,None
None,None,None,None,Positive,None,Positive,None,None,None
None,None,None,None,None,Negative,None,None,None,None
None,None,None,None,Positive,None,None,None,None,None
Neutral,None,None,None,Positive,Positive,None,Negative,None,None
None,Positive,None,None,Positive,Positive,None,None,Positive,None
Positive,Positive,None,None,Positive,None,Neutral,None,None,None
None,None,None,Negative,Negative,Negative,Neutral,None,None,None
None,None,Positive,Positive,Positive,None,None,None,None,None
None,Positive,None,Positive,Positive,None,Neutral,None,None,None
None,None,None,Negative,Negative,None,None,None,None,None
None,None,None,None,Positive,Negative,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
None,None,None,None,None,None,Negative,None,None,None
Negative,None,None,None,None,None,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
None,None,None,None,None,Negative,None,None,None,None
None,None,None,Negative,None,None,Neutral,None,None,None
Negative,None,Positive,None,None,None,None,None,Positive,None
None,None,None,None,Positive,Neutral,Neutral,None,None,None
Negative,Positive,None,Negative,None,Negative,None,Positive,None,None
None,None,None,Negative,Negative,None,None,None,None,None
Positive,Positive,None,None,Positive,None,Neutral,None,Positive,None
None,None,Positive,None,Positive,None,None,None,None,None
None,Negative,None,None,Positive,Positive,None,None,None,None
None,None,None,None,Neutral,None,Neutral,None,None,None
None,None,None,None,None,Negative,None,None,Negative,None
None,None,None,None,Positive,None,None,None,None,None
None,Positive,None,None,Negative,Negative,None,None,None,None
Positive,Positive,Positive,None,Positive,Positive,None,None,Positive,None
None,None,None,None,Negative,Negative,Negative,None,None,None
None,None,None,None,None,Positive,None,None,None,None
None,None,None,None,Positive,Positive,None,None,Positive,None
Neutral,Positive,None,None,Positive,None,Positive,None,None,None
Negative,None,None,None,Positive,Positive,None,None,None,None
Negative,Positive,None,None,Positive,Negative,None,None,None,None
None,None,Positive,Positive,None,Positive,Neutral,None,None,None
None,None,Negative,None,Positive,None,Positive,None,None,None
None,None,None,Negative,Negative,None,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
Negative,None,None,None,Positive,Negative,Negative,None,None,None
None,Negative,Negative,Negative,None,Negative,None,None,None,None
Neutral,None,None,None,None,None,None,None,Negative,None
Negative,None,None,None,Positive,Negative,None,None,None,None
None,None,None,Negative,Negative,Negative,Neutral,None,None,None
Neutral,Neutral,None,Negative,None,Positive,None,None,None,None
Negative,None,None,None,Negative,Negative,None,None,Negative,None
Negative,None,None,None,Positive,None,None,None,None,None
None,None,None,None,Negative,Negative,None,None,None,None
None,None,None,None,Positive,None,None,None,Neutral,None
Positive,Positive,None,None,Positive,Negative,None,None,None,None
Positive,Positive,None,Positive,Positive,Positive,None,None,None,None
None,Negative,None,Negative,None,Negative,None,Negative,None,None
None,Neutral,None,None,Positive,Positive,None,None,None,None
None,None,None,None,None,Positive,Positive,None,None,None
None,None,None,None,Positive,Negative,None,None,None,None
Negative,None,None,None,Positive,Negative,None,None,None,None
Negative,Positive,None,None,Positive,None,None,Positive,None,None
None,None,None,Negative,None,None,None,None,None,None
None,None,None,None,Positive,Neutral,None,None,None,None
Positive,None,Positive,Negative,None,None,None,None,None,None
Negative,None,None,Negative,Negative,None,Negative,None,None,None
None,None,None,None,Neutral,None,Negative,None,None,None
Positive,None,None,None,Positive,Positive,Neutral,None,None,None
None,None,None,None,Positive,None,None,None,Positive,None
Positive,None,None,None,Positive,None,None,None,None,None
Positive,Neutral,None,None,Positive,Positive,None,Neutral,Positive,None
Positive,Positive,Negative,Neutral,Neutral,Positive,Neutral,Negative,None,None
None,None,None,None,Negative,None,None,None,Negative,None
Negative,None,Negative,None,None,None,None,None,None,None
Negative,None,None,Negative,None,Negative,None,None,Negative,None
None,None,None,Negative,Positive,None,None,None,None,None
None,Negative,None,None,None,None,None,None,None,None
None,None,Positive,Negative,Positive,Positive,Positive,Negative,None,None
None,None,None,Negative,Negative,Negative,None,None,None,None
None,None,None,None,Positive,None,Neutral,None,Positive,None
None,None,None,Negative,None,None,None,None,Negative,None
None,None,None,None,Positive,None,Positive,None,Positive,None
Neutral,Positive,None,None,Positive,Neutral,Neutral,None,None,None
Negative,None,None,None,None,Negative,Negative,None,Negative,None
None,None,None,None,Negative,Negative,None,None,None,None
None,None,None,None,None,Neutral,None,None,None,None
Positive,Positive,Positive,Neutral,Positive,None,Positive,Positive,None,None
Positive,None,None,Neutral,Positive,Positive,None,None,None,None
Positive,None,None,Positive,None,Positive,Positive,None,None,None
None,None,None,None,None,Negative,None,None,None,None
Positive,None,None,None,Negative,Positive,None,Negative,None,None
Positive,Negative,None,Negative,Neutral,None,None,Positive,None,None
Neutral,Negative,None,None,None,None,None,None,None,None
Positive,None,None,None,Positive,Positive,None,Positive,None,None
None,None,None,None,Negative,Negative,Negative,None,None,None
Positive,Positive,Negative,None,None,Positive,None,Positive,None,None
None,None,None,Negative,Negative,None,None,None,Negative,None
None,None,None,None,Negative,Negative,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
None,None,Positive,None,Positive,Neutral,None,None,None,None
None,None,None,Negative,Negative,None,None,None,None,None
None,None,Neutral,None,Positive,None,Positive,None,None,None
None,None,None,None,Positive,None,None,None,None,None
Positive,None,Positive,None,Positive,None,None,None,Positive,None
Positive,Positive,None,Negative,None,None,None,None,None,None
None,Neutral,None,Positive,Positive,Positive,Neutral,Positive,None,None
None,None,None,None,Positive,Positive,None,None,Positive,None
Negative,Negative,None,None,Neutral,Negative,None,None,Negative,None
None,None,Positive,Positive,None,None,None,None,Positive,None
Positive,None,None,Negative,None,Positive,None,Positive,Positive,None
Neutral,None,Positive,None,Positive,Positive,None,None,None,None
None,None,None,Negative,Negative,Negative,None,None,Negative,None
Positive,Positive,None,Positive,Positive,Positive,None,None,Positive,None
None,None,Negative,None,Positive,None,None,None,Positive,None
Positive,None,None,None,Positive,Positive,Positive,None,None,None
None,Positive,None,None,Positive,Positive,None,Positive,None,None
None,None,Negative,None,Positive,None,None,None,None,None
Negative,None,None,None,None,Positive,None,None,Positive,None
Neutral,None,None,None,Positive,None,None,None,None,None
Positive,Positive,None,None,Positive,None,None,None,None,None
None,None,Positive,Negative,Positive,Negative,None,None,None,None
None,Positive,None,None,Positive,None,None,None,None,None
None,None,None,Negative,None,None,None,Negative,Neutral,None
Positive,Positive,None,None,Positive,Positive,None,None,None,None
None,None,None,None,None,None,Positive,None,None,None
None,None,None,Negative,None,None,None,None,None,None
Positive,Negative,Positive,Positive,Positive,None,None,None,None,None
