comment,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
Sao em mới mua ma tụt pin nhanh vạy mà sắc pin lại nhanh pin ko trâu j het.  Xài đc 30 thì tụt 10phan trăm pin roi,1,Negative,None,None,None,None,None,None,None,None,None
"Loa ngoài lâu lâu bị rè không biết là do phần mềm hay phần cứng vậy, tắt màn hình mở lên lại hết..",3,None,None,None,Negative,None,None,None,None,None,None
"Cảm nhận sau khi sử dụng 5 tháng...
Máy ok tốt, pin lâu cấu hình chơi game ổn, có 1 điều camera ko đc tốt.....
Xị hếttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt",5,Positive,Negative,None,None,Positive,Positive,None,None,None,None
Mới đầu sd thi ổn . Sau cảm ứng chạm . Giật lác . Treo máy thường xuyên  . Gọi zalo ma cũng bị treo máy .  Nghĩ mà chán,1,None,None,None,Negative,Negative,Negative,None,None,None,None
"Máy đẹp, màn to tràn, mượt, trâu. Nv nhiệt tình, vó quà tặng galaxy, đi ăn lòi mảng họng.
Cho 4 sao vì máy mua cho phụ huynh :))",4,Positive,None,Positive,None,None,Positive,None,Positive,Positive,None
"Minh dung con note +.lỗi phần chân sac pin,nó tích hợp quá nhiều ứng dụng công năng vì thế thời tiết ẩm ướt là ko sạc được pin.mới mua máy vài hôm sạc pin không vào ra hỏi TTBH ss.nó trả lời lỗi ro người dùng bị dính nước ,tư vấn mình thay cụm chân sạc nếư đồng ý phải thanh toán hơn 1tr.",1,None,None,Negative,None,None,None,None,None,None,None
Note 8 pro trừ cái sài 3g chơi game lag kinh khủng.. còn lại ok hết... pin trâu..,3,Positive,None,None,Negative,Positive,Neutral,None,None,None,None
Camera trước sau quá kém.48 chấm mà ko bằng 16 chấm của samsung.còn mọi thứ rất tốt.tạm chấp nhận với giá tiền đấy,4,None,Negative,None,None,Positive,None,Neutral,None,None,None
"Mình dùng được 7 tháng. Đánh giá cũng khá mượt chơi game cũng ok. Nhưng chức năng rung báo cuộc gọi bé nhiều khi đút túi quần k phát hiện ra, đôi khi lỗi cuộc gọi không nghe thấy đầu dây kia nói gì phải khởi động lại. Không tắt được chức năng báo tin nhắn trên zalo ( mình tìm khá nhiều cách mà chưa đk)",2,None,None,None,Negative,None,Positive,None,None,None,None
"Xài một tháng, mượt, sạc nhanh, pin trâu, chụp ảnh tạm ổn, chơi game các kiểu kg nóng nhé.Tóm lại vô đối trong tầm giá.",5,Positive,Neutral,None,None,Positive,Positive,Neutral,None,None,None
"Cammera chụp nên để tỷ lệ 1.1 hoặc 3.4  thì ra bức ảnh khá ok
Cấu hình chạy ổn mượt nhưng chơi game hơi nóng máy",5,None,Neutral,None,None,None,Neutral,None,None,None,None
"Giờ mấy biết những ai đang xài những con máy vismart hay realme mà wifi yếu là do tắt dịch vụ vị trí nhé ,bật lên là max mạnh",5,None,None,None,Neutral,None,None,None,None,Neutral,None
Máy dùng rất tốt ổn định... Ko lỗi chơi game rất mượt mà ổn định không nóng máy .... Nói chung ai chơi game nên mua máy này. Camera thì cũng rất ok .. Pin trâu sạc nhanh . Nhân viên bán nhiệt tình,5,Positive,Positive,None,None,Positive,Positive,None,None,Positive,None
Mình mua con A9 dùng được 10tháng rồi nói chung là OK chưa thấy có lỗi gì vì mình ít chơi game,4,None,None,None,None,Positive,None,None,None,None,None
"Mình mua rồi. Thật sự là mượt lắm. Camera đẹp, có cả góc rộng. Mình mua bản màu xanh, đối vs con chip exynos 9611 của nhà samsung vậy là ổn rồi, pin 4000 mAh mà mình xài xuyên suốt gần 2 ngày",5,Positive,Positive,Neutral,None,None,Positive,None,None,None,None
Về cấu hình thì quá tốt với tầm giá này..nhưng điểm trừ ở đây là kiểu dáng kém mạnh mẽ...nếu apple làm gốc cạnh như iphone 5 se thì quá đẹp rồi..hơi tiếc..,4,None,None,Negative,None,None,Positive,Neutral,None,None,None
mới mua hồi tối mình cảm thấy  sản phẩm mà hình đẹp game mượt pin ok.. có điều bắt song 4g hơi kém dù mình đang ở tp,5,Positive,None,None,Negative,None,Positive,None,Positive,None,None
"Pin rất tệ luôn, không xài gì, kiểm tra k có ứng dụng ngầm. Tới chiều còn có 20%. Uổng phí khi mua. Nhân viên tư vấn nói xài lâu lắm, nên xem lại cách tư vấn cho ng mua hàng  đừng nói dối để bán được hàng mà j nghỉ đến quyền lợi ng tiêu dùng",1,Negative,None,None,None,Negative,None,None,None,Negative,None
Máy ngon xài ok so tầm gia thì quá ok ngon hơn samsung nhiều chạy mượt chụp xóa phông ok với lại ưng ý nhất là sạc nhanh 30p lên 70% đi xa cần sạc gấp xài con này quá chuẩn siêu tiết kiệm pin. Rất thích 5*,5,Positive,Negative,None,None,Positive,Positive,Neutral,None,Positive,None
Máy mọi thứ đều tốt đáng tiền.. Nhưng lưu ý anh em dùng nên thay cục sạc nhẹ hơn để đỡ nóng máy trai pin nhé. Chứ sạc nhanh 30w nóng lắm hãng nào cũng vậy cả.,5,None,None,None,None,Positive,None,None,None,Neutral,None
Máy tốt nhưng mở khóa khuôn mặt hơi lâu phải đợi khoảng Mấy giây. chơi liên quân cũng được dung lượng pin 4030 mAh cũng được 1 ngày  ko qua được ngày thứ hai camera cũng tạm được,4,Neutral,Neutral,None,Negative,None,Neutral,None,None,None,None
Lúc trước tui mua ở thế giới di động tới 1tr4 mà sao giờ rẽ thế.tui mua về thì máy yếu quá muốn đập thật .pin cùi quá,2,Negative,None,None,None,None,Negative,Negative,None,None,None
"Máy xài thì khỏi chê nhưng cảm ứng vân tay không nhạy , có khi bấm mấy lần mới được",4,None,None,None,Negative,Positive,None,None,None,None,None
Rất tệ. Bỏ ra gần 10 triệu để nhận màn hình lỗi cảm ứng đa điểm khi chơi liên quân. Quá tệ quá tệ. Rất ức chế,1,None,None,None,Negative,Negative,None,Neutral,None,None,None
Thật sự máy rất mượt và mạnh. Camera rất đẹp và nét. Màn hình hiển thị đẹp. Pin thì ko trâu lắm,5,Negative,Positive,None,None,None,Positive,None,Positive,None,None
"Sản phẩm mới,thiết kế đẹp mắt. Pin bao trâu,mực dù k có sạc nhanh nhưng vô pin cũng mau ",5,Positive,None,Positive,None,None,None,None,None,None,None
Vừa mua có test mấy game nặng thấy cũng ok. Nhưng cảm biến vân tay k đc nhạy cho lắm,5,None,None,None,Negative,None,Neutral,None,None,None,None
Máy xài khá ok nhưng bắt wifi quá tệ kh dùng được quá lag vân tay quá tệ nhưng nhận diện khuôn mặt thì ok chỉ là kh hài lòng về bắt sóng wifi,2,None,None,None,Neutral,Positive,None,None,None,None,None
Tuyệt vời. Vsmart joy 3 pin trâu kinh khủng khiếp. Thiết kế màn hình 6.t inch đẹp,5,Positive,None,None,None,Positive,None,None,Positive,None,None
Pin trâu. Game mượt. Cấu hình ổn. Hiệu năng tuyệt vời. Camera đủ chức năng. Khá ổn trong tầm giá. Nên mua Vivo hơn Oppo Realme cùng phân khúc.,5,Positive,Positive,None,None,Positive,Positive,Neutral,None,Positive,None
"Mình mua ở TGDD đc vài ngày nhân viên tư vấn nhiệt tình chu đáo.
Còn máy dùng thì pin hơi tụt nhanh một chút nhưng dùng vẫn tạm chấp nhận đc.
Còn lại mọi thứ thấy ok",4,Neutral,None,None,None,Positive,None,None,None,Positive,None
Sefie màu da vàng khè. Nút ứng dụng mờ ko sắc nét. So với tầm giá này thì thất vọng quá. Mới mua hom qua mà thực sự muốn đổi ko biết sao đây ?,3,None,Negative,None,None,Negative,None,Neutral,Negative,None,None
"máy rất tiện lợi cho người lớn tuổi , đã mua cho ông nội 1 chiếc , máy này nếu được trang bị thêm viên lớn là tuyệt vời",5,Neutral,None,None,None,None,None,None,None,None,None
"Máy sài mượt, chụp đêm ảnh thu sáng rất tốt. Tiếc là có điều kiện hốt em s20 ultra thì ngon nữa",5,None,Positive,None,None,None,Positive,None,None,None,None
Máy bắt mạng kém quá đôi lúc chơi game bị đơ bực mình thất bỏ gần 5tr ra mua con máy này quá thất vọng,1,None,None,None,Negative,Negative,None,Neutral,None,None,None
Mới mua 7 ngày sạc 3 lần 8 tiếng với 1 lần sạc thường. Ko chơi game chỉ lên mạng đọc tin tức mà pin còn 98%. Nạn rồi ghê,4,Negative,None,None,None,None,None,None,None,None,None
"Mới mua được 5 ngày, mọi thứ tạm ổn. Nhưng quá thất vọng về pin. Mag tiếng dung lượng pin 5000 mà xài hụt pin hơn cả Oppo f11 4000mah. Để yên qua 1 ngày  10t k đụng vô, k bật bất kỳ ứng dụng hay chương trình nào nhưng vẫn bị tụt hơn 10%, vậy là tại sao đây",3,Negative,None,None,None,Neutral,None,None,None,None,None
"Nhận máy m7. Hôm nay đc 5 hôm thì máy lỗi đen màn. Gọi vẫn rung, nhấn vẫn rung, làm gì cũng k sáng màn. Lần đầu m tự khởi động lại, lần 2  gọi tổng đài thì bảo retore lại cài đặt gốc, lần 3 gọi tổng đài bảo mang ra quán thì nhân viên vọc tí rồi cũng khởi động lại bảo máy bt và k cho đổi. Mình tin tưởng tgdd nên hay mua hàng ở đây. Nghĩ bh các kiểu tốt. Ai dè lần này thất vọng vô cùng.",1,None,None,None,None,None,Negative,None,None,Negative,None
Máy mua để sử dụng bình thường thì được còn ai mua chiến game thì đừng mua. Chơi pubg dùng gyroscop nó bị chậm khoảng 0.5 giây. Ghìm tay thì giật từng phát k có độ ổn định. Mới mua xong về bán lại mất 20% giá trị so với ban đầu. Đừng ai mua chơi Game. Game chọn mua dòng Xiaomi chất nhất,3,None,None,None,None,None,Negative,None,None,None,None
"dùng máy rất tốt, hệ điều hành mượt mà. camera đẹp chụp rất tốt, pin khỏe 1 ngày dùng mới cần sac",5,Positive,Positive,None,None,Positive,Positive,None,None,None,None
"Mọi thứ ổn làm rất tốt,chỉ mỗi chơi pubg ngắm kéo mãi đéo chịu đi, loạn cmn cảm ứng. Chán.",2,None,None,None,Negative,Positive,None,None,None,None,None
"thấy các bác chê quá...chứ e sài thấy rất ổn pin trâu sài cã ngày vivu, wifi 3g ổn cã, có cái nhận diện khuôn mặt hơi chậm vân tay củng k nhạy lắm ngoài ra thấy tất cã đều ổn trong tầm tiền bỏ ra",5,Positive,None,None,Neutral,Positive,None,Neutral,None,None,None
"Vsmart active 3 rất ổn , giá cả tốt, chúc tập đoàn vingroup ngày càng vương cao, sản xuất nhiều sản phẩm thông minh hơn nữa.",5,None,None,None,None,Positive,None,Positive,None,Positive,None
Sản phẩm ngon lành trong tầm giá...mua cho phụ huynh dùng rất thích...máy nhanh...pin trâu...sóng điện thoại tốt,5,Positive,None,None,Positive,Positive,Positive,Neutral,None,None,None
"Mua máy dc 4 hôm r tất  đều ổn chiến game tốt PUBG , liên quân bản cập nhật mới chơi vẫn rất tốt . Pin ổn có thể xài đc cả ngày  . Tuy nhiên chiến game tốt mà FACEBOOK lướt có tý đã có dấu hiệu hơi khựng lại đi kéo trang lên xuống còn các ứng dụng khác đều tốt  có vẽ FACEBOOK vẫn chưa dc tối ưu kĩ hay s ấy",4,Positive,None,None,None,Positive,Neutral,None,None,None,None
"Mới mua hồi sáng về dùng đc một lúc màn hình bị đơ , lag, pin tụt nhanh khoảng 5p cho 1% pin khi k sử dụng bất kì ứng dụng nào trong khi đó mk để ở chế độ tiết kiệm pin , được trang bị sạc nhanh nhưng sạc vẫn chậm hơn 2 tiếng cho một lần sạc đầy từ 20% - 100%, mic lúc thì nói ngk nghe đc lúc thì k ",1,Negative,None,None,Negative,None,Negative,None,None,None,None
"Không biết có ai giống e chưa. Cam bị cấn nhẹ cái nứt một đường ạ. Thiết nghĩ nên mua ốp lưng có bảo vệ cụm cam hoặc dán cường lực. Còn lại mọi thứ đều tốt trong tầm giá!
Nv bán hàng nhiệt tình nữa!",4,None,None,Negative,None,Positive,None,Neutral,None,Positive,None
"Thiết kế đẹp, chụp hình rõ sắc nét, cảm ứng mượt mà, pin dùng được 2 ngày. Phù hợp với tầm giá",5,Positive,Positive,Positive,Positive,Neutral,None,Neutral,None,None,None
Máy xài ổn định. Pin xài hơn 1 ngày mới hết. Mạng mẽo cũng OK. Mỗi tội  lúc có cuộc gọi thì mất data,5,Positive,None,None,Neutral,Positive,None,None,None,None,None
Người ta mua thì bình luận Bill đẹp vậy . Còn mình mua máy dc 7 tháng đi bảo hành 3 lần thay 2 lần men mà ko khắc phục dc tình trạng rớt wifi chập chờn của redmi . Thất vọng,1,None,None,None,Negative,Negative,None,None,None,None,None
"Đã mua sản phẩm rất đẹp ưng ý , rất thích k hối tiếc khi mua sp này , tuyệt vời giá như có màu xanh thì tôi mua thêm chiếc nữa",5,None,None,Positive,None,Positive,None,None,None,None,None
"Pin 4500 mà tụt quá nhanh lướt qua lướt lại đã mất 1% qua đêm còn hơn nữa, ra hỏi thì nhân viên kêu cứ cắm sạc qua đêm thì hết ??? Vân tay và nhận diện khá chậm còn lại thì đều ổn.Ko biết nên lên 10 lite ko",2,Negative,None,None,Negative,Positive,None,None,None,None,None
"Máy mượt nhưng bắt sóng kém,sạc pin nóng,pin hao nhanh...
Mới mua được mấy ngày mà giá lại giảm nữa rồi.mất 500k,",4,Negative,None,None,Negative,None,Positive,Negative,None,None,None
"Mua được gần tháng cảm thấy hài lòng
Pin trâu chơi liên quân bằng 3g liên tục đk 6-7 tiếng vẫn còn gần 40% pin
Máy đẹp sạc từ 30% lên 100% có gần 2 tiếng là đầy
Nhân viên chu đáo nhiệt tình",5,Positive,None,Positive,None,Positive,None,None,None,Positive,None
"Sp ổn, mỗi tội vân tay lúc nhận lúc không, nhân viên nhiệt tình, pin trâu, cả đêm tụt 1%",4,Positive,None,None,Negative,Positive,None,None,None,Positive,None
"Máy kém, quá kém. Quay video và gọi video máy nóng như than. Nhanh hết pin. Nếu cho chon lại ko bao giờ chọn hàng samsung",1,Negative,Negative,None,None,Negative,None,None,None,Negative,None
Lúc mới mua về thì pin xài khá ok. Nhưng khi đc 1 tháng thì pin hết quá nhanh. Sạc nhanh 30w cắm sạc từ 20% đến 100% thì mất có 55p. Sau một tháng là thấy pin hơi tệ. Không biết về sau còn lỗi gì nữa không.,3,Negative,None,None,None,None,None,None,None,None,None
